id,nombre,tipo,municipio,categoria,costo_estimado,tiempo_horas,nivel_afluencia,lat,lng,foto_url
538,Zona Sujeta a Conservación Ecológica La Pera,destino,Berriozabal,naturaleza,143,3.9,394,16.888248,-93.34303,
539,Parque Educativo Laguna Bélgica,destino,Ocozocoautla,naturaleza,78,3.0,154,16.881878,-93.456075,
540,Zona Sujeta a Conservación Ecológica Cerro Meyapac,destino,Ocozocoautla,naturaleza,99,2.1,230,16.768873,-93.36197,
541,Zona Sujeta a Conservación Ecológica Tzama Cun Pümy,destino,Pueblo Nuevo Solistahaucan,naturaleza,55,2.9,71,17.190039,-93.126703,
542,Área Natural y Típica Bosques de Coníferas Chanal,destino,Amatenango del Valle,naturaleza,177,2.6,517,16.555321,-92.192113,
543,Parque Estatal La Primavera,destino,La Trinitaria,naturaleza,167,3.0,480,16.082841,-92.171492,
544,Reserva Estatal La Lluvia,destino,Villaflores,naturaleza,51,2.5,53,16.403663,-93.222397,
545,Zona Sujeta a Conservación Ecológica El Canelar,destino,Juchitan,naturaleza,130,2.9,345,16.52286,-92.893679,
546,Reserva Estatal El Zapotal,destino,Tuxtla Gutierrez,naturaleza,160,3.8,453,16.724041,-93.095363,
547,Zona Sujeta a Conservación Ecológica Corredor Cerro Mactumatzá - Meseta de Copoya,destino,Tuxtla Gutierrez,naturaleza,64,3.8,102,16.691049,-93.103661,
548,Zona Sujeta a Conservación Ecológica Rancho Nuevo,destino,San Cristobal de las Casas,naturaleza,102,2.5,244,16.646728,-92.573777,
549,Parque Ecoturístico Grutas de Rancho Nuevo,destino,San Cristobal de las Casas,naturaleza,64,3.7,101,16.671015,-92.583385,
550,Centro Ecoturístico Grutas del Mamut,destino,San Cristobal de las Casas,naturaleza,152,3.0,426,16.741676,-92.585908,
551,Zona Sujeta a Conservación Ecológica El Recreo,destino,San Cristobal de las Casas,naturaleza,101,2.8,240,16.615015,-92.52052,
552,Reserva Ecológica Huitepec,destino,San Juan Chamula,naturaleza,178,2.1,520,16.751275,-92.682355,
553,Reserva Biótica Gertrude Duby,destino,San Cristobal de las Casas,naturaleza,83,2.2,174,16.742896,-92.598928,
554,Zona Sujeta a Conservación Ecológica Humedales de Montaña María Eugenia,destino,San Cristobal de las Casas,aventura,91,2.6,201,16.70997,-92.623258,
555,Zona Sujeta a Conservación Ecológica Humedales de Montaña La Kisst,destino,San Cristobal de las Casas,aventura,188,2.0,559,16.721763,-92.644464,
556,Reserva Montecielo,destino,Chiapa de Corzo,naturaleza,76,2.2,148,16.676286,-93.054946,
557,Zona Sujeta a Conservación Ecológica Finca Santa Ana,destino,Pichucalco,naturaleza,52,2.7,60,17.581917,-93.050229,
558,Zona Sujeta a Conservación Ecológica Sistema Lagunar Catazajá,destino,Palenque,naturaleza,97,2.9,222,17.830067,-91.952325,
559,Zona Sujeta a Conservación Ecológica Humedales La Libertad,destino,Palenque,naturaleza,154,3.3,431,17.645532,-91.714858,
560,Parque Estatal de la Sierra de Tabasco,destino,San Fernando,naturaleza,173,2.0,502,17.506049,-92.882,
561,Acrópolis Sur,destino,Tenosique,cultura,96,2.1,456,16.896736,-90.966647,
562,Parque Rafael Pascacio Gamboa,destino,Reforma,naturaleza,123,2.7,321,17.91611,-93.26938,
563,Terreno en venta,destino,Reforma,naturaleza,131,3.8,350,17.918663,-93.265069,
564,"Zona verde, Zona con muchos arboles",destino,Tapachula,naturaleza,115,3.7,288,14.885834,-92.265106,
565,Parque Acuático Lu'um Ha Y Villas,destino,Tapachula,familiar,181,3.7,838,14.829814,-92.337669,
566,Parque Industrial Los Rios,destino,Tapachula,naturaleza,64,3.6,103,14.668229,-92.165187,
567,Museo Manuel K'ulub,destino,Tenejapa,cultura,90,1.3,418,16.789621,-92.34477,
568,Parque Tigrilla,destino,Angel Albino Corzo,naturaleza,84,3.4,176,15.9871,-92.851432,
569,Parque Tuchtlán,destino,Tuxtla Gutierrez,naturaleza,168,2.1,484,16.759921,-93.146719,
570,Paseo El Sabinal,destino,Tuxtla Gutierrez,naturaleza,181,3.3,532,16.759119,-93.126895,
571,Parque el magueyito,destino,Tuxtla Gutierrez,naturaleza,107,4.0,259,16.75921,-93.125999,
572,Poza Azul,destino,Salto de Agua,naturaleza,93,2.1,207,17.557797,-92.352363,
573,Parque la Hacienda,destino,Tuxtla Gutierrez,naturaleza,164,2.4,471,16.762794,-93.134309,
574,Area verde con bancas,destino,Tuxtla Gutierrez,naturaleza,115,2.9,291,16.763637,-93.133458,
575,Parque Xamaipak,destino,Tuxtla Gutierrez,naturaleza,59,3.0,85,16.753236,-93.131077,
576,Parque del Pedaleo,destino,Tuxtla Gutierrez,naturaleza,106,3.7,255,16.759774,-93.149044,
577,Parque San José Chapultepec,destino,Tuxtla Gutierrez,naturaleza,133,2.2,357,16.768501,-93.158426,
578,Parque de La Unidad Chapaneca,destino,Tuxtla Gutierrez,naturaleza,162,2.8,463,16.765456,-93.084716,
579,Parque de la Unidad,destino,Tuxtla Gutierrez,naturaleza,74,3.3,140,16.758647,-93.073133,
580,"Zona Sujeta a Conservación Ecológica ""La Ciénega""",destino,Comitan de Dominguez,naturaleza,127,2.4,333,16.273423,-92.112869,
581,Zona Arqueológica de Palenque,destino,Palenque,cultura,90,3.5,9500,17.4838,-92.0458,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Palenque_-_Temple_of_the_Inscriptions.jpg/800px-Palenque_-_Temple_of_the_Inscriptions.jpg
582,Cascada de Agua Azul,destino,Tumbalá,naturaleza,60,3.0,8200,17.2589,-92.1131,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Cascadas_de_Agua_Azul.jpg/800px-Cascadas_de_Agua_Azul.jpg
583,Cascada Misol-Ha,destino,Tumbalá,naturaleza,50,1.5,6800,17.3577,-92.0998,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Misol-Ha_waterfall.jpg/800px-Misol-Ha_waterfall.jpg
584,Cascada El Chiflón,destino,Tzimol,naturaleza,80,3.0,7000,16.0894,-92.3006,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/El_Chifl%C3%B3n.jpg/800px-El_Chifl%C3%B3n.jpg
585,Centro Histórico de San Cristóbal de las Casas,destino,San Cristobal de las Casas,cultura,0,3.0,9800,16.737,-92.6376,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/San_Cristobal_de_las_Casas_Cathedral.jpg/800px-San_Cristobal_de_las_Casas_Cathedral.jpg
586,Lago de Miramar,destino,Ocosingo,naturaleza,120,5.0,4500,16.4147,-91.7978,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Lago_Miramar_Chiapas.jpg/800px-Lago_Miramar_Chiapas.jpg
587,Selva Lacandona — Río Lacanjá,destino,Ocosingo,aventura,350,6.0,3800,16.75,-91.05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Lacandon_jungle.jpg/800px-Lacandon_jungle.jpg
588,Yaxchilán Zona Arqueológica,destino,Ocosingo,cultura,85,3.0,5200,16.8972,-90.9639,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Yaxchilan-estructura33.jpg/800px-Yaxchilan-estructura33.jpg
589,Bonampak Zona Arqueológica,destino,Ocosingo,cultura,85,2.5,4800,16.7019,-91.0656,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Bonampak_murals.jpg/800px-Bonampak_murals.jpg
590,Mirador Cañón del Sumidero,destino,Tuxtla Gutierrez,fotografia,30,1.0,7200,16.9034,-93.0489,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Canyon_del_Sumidero.jpg/800px-Canyon_del_Sumidero.jpg
591,Zoológico Regional Miguel Álvarez del Toro (ZooMAT),destino,Tuxtla Gutierrez,familiar,50,3.0,8500,16.7191,-93.1295,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Jaguar_at_ZooMAT.jpg/800px-Jaguar_at_ZooMAT.jpg
592,Balneario Agua Clara,destino,Salto de Agua,descanso,80,3.5,6000,17.5714,-92.4019,
593,Templo de Santo Domingo de Guzmán,destino,San Cristobal de las Casas,cultura,0,1.0,9200,16.7397,-92.6383,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Templo_de_Santo_Domingo%2C_San_Cristobal_de_las_Casas.jpg/800px-Templo_de_Santo_Domingo%2C_San_Cristobal_de_las_Casas.jpg
594,Parque Nacional Lagunas de Montebello,destino,La Trinitaria,aventura,60,5.0,7800,16.0836,-91.7278,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Lagunas_de_Montebello_Chiapas.jpg/800px-Lagunas_de_Montebello_Chiapas.jpg
595,Mercado de Artesanías de San Cristóbal,destino,San Cristobal de las Casas,cultura,0,1.5,8000,16.736,-92.637,
596,Museo Na Bolom,destino,San Cristobal de las Casas,cultura,75,1.5,4200,16.7449,-92.6338,
597,Restaurant Adriana,restaurante,San Cristobal de las Casas,gastronomia,138,1.4,611,16.737728,-92.639916,
598,Cafe Plaza,restaurante,Palenque,gastronomia,225,1.0,520,17.509426,-91.980641,
599,Italian Coffee,restaurante,San Cristobal de las Casas,gastronomia,183,1.2,385,16.737379,-92.6368,
600,TierrAdentro,restaurante,San Cristobal de las Casas,gastronomia,162,1.3,739,16.737653,-92.636004,
601,La Parrilla,restaurante,San Cristobal de las Casas,gastronomia,193,1.4,417,16.740648,-92.635651,
602,ViaVai,restaurante,San Cristobal de las Casas,gastronomia,107,1.1,446,16.738155,-92.637998,
603,Emiliano's Moustache,restaurante,San Cristobal de las Casas,gastronomia,241,1.4,571,16.736083,-92.638965,
604,Sante Caffe,restaurante,San Cristobal de las Casas,gastronomia,122,1.0,188,16.735857,-92.638055,
605,Balam,restaurante,San Cristobal de las Casas,gastronomia,166,1.2,331,16.736392,-92.638039,
606,Los Tulipanes,restaurante,Ocosingo,gastronomia,137,1.3,236,16.877816,-92.106584,
607,Soconosco,restaurante,Tapachula,gastronomia,165,1.1,326,14.912271,-92.258054,
608,Gramlich,restaurante,Tapachula,gastronomia,129,1.5,210,14.908332,-92.263891,
609,Angeles Alta Reposteria,restaurante,Tapachula,gastronomia,184,1.4,388,14.905047,-92.263547,
610,Tablitas,restaurante,Tapachula,gastronomia,242,1.5,575,14.909501,-92.265281,
611,Papablita,restaurante,Tapachula,gastronomia,209,1.3,985,14.899399,-92.245283,
612,La Peña,restaurante,Tapachula,gastronomia,169,1.5,338,14.909327,-92.248596,
613,7 Mares,restaurante,Tapachula,gastronomia,237,1.1,559,14.907909,-92.247969,
614,Bamboo,restaurante,Tapachula,gastronomia,230,1.0,537,14.91138,-92.264112,
615,Tango Argentina,restaurante,Tapachula,gastronomia,171,1.2,346,14.908397,-92.255898,
616,Carnes Mixcum,restaurante,Tapachula,gastronomia,226,1.0,525,15.034076,-92.144088,
617,Faja de Oro Carnes,restaurante,Tapachula,gastronomia,145,1.2,261,15.031772,-92.153744,
618,Res Campestre,restaurante,Bochil,gastronomia,150,1.3,277,17.143985,-92.887395,
619,Tuluc,restaurante,San Cristobal de las Casas,gastronomia,227,1.3,1079,16.735596,-92.637331,
620,Margaritas Grill,restaurante,San Cristobal de las Casas,gastronomia,175,1.1,360,16.737743,-92.635173,
621,BioCafe,restaurante,Tuxtla Gutierrez,gastronomia,102,1.4,122,16.752617,-93.10611,
622,Argovia,restaurante,Huehuetan,gastronomia,238,1.3,562,15.124976,-92.298895,
623,el huachinango feliz,restaurante,Palenque,gastronomia,129,1.3,208,17.509425,-91.988431,
624,PAKAL TSIX A,restaurante,Tapachula,gastronomia,147,1.0,268,15.093103,-92.180975,
625,El Portón,restaurante,Tuxtla Gutierrez,gastronomia,231,1.4,541,16.755295,-93.142532,
626,Starbucks,restaurante,Tuxtla Gutierrez,gastronomia,132,1.5,219,16.75466,-93.141343,
627,Pizza Hut,restaurante,Tuxtla Gutierrez,gastronomia,183,1.0,385,16.754612,-93.132758,
628,Los Bisquets Obregón,restaurante,Tuxtla Gutierrez,gastronomia,204,1.4,451,16.754247,-93.130035,
629,Bisquets de Obregon,restaurante,Tuxtla Gutierrez,gastronomia,120,1.2,180,16.748505,-93.089912,
630,Italian Coffe,restaurante,Tuxtla Gutierrez,gastronomia,198,1.5,433,16.749097,-93.092567,
631,Restaurant,restaurante,San Cristobal de las Casas,gastronomia,192,1.1,413,16.711139,-92.618348,
632,La Casa del Pan,restaurante,San Cristobal de las Casas,gastronomia,102,1.5,419,16.737503,-92.633478,
633,Las Tinajas,restaurante,Palenque,gastronomia,112,1.3,473,17.508381,-91.982369,
634,Marina,restaurante,Tapachula,gastronomia,133,1.0,221,14.698729,-92.392261,
635,Qué Sazon,restaurante,Tapachula,gastronomia,197,1.5,430,14.90099,-92.266921,
636,Restaurante Veranda,restaurante,Tapachula,gastronomia,138,1.3,238,14.900457,-92.266927,
637,Casa Plena,restaurante,San Cristobal de las Casas,gastronomia,126,1.0,198,16.739291,-92.632904,
638,Tacos Kino,restaurante,Tapachula,gastronomia,161,1.5,313,14.911541,-92.252878,
639,Cyber Cafe Galiux,restaurante,Tapachula,gastronomia,118,1.2,174,14.913974,-92.2672,
640,La Selva,restaurante,Palenque,gastronomia,161,1.1,312,17.506496,-91.990302,
641,Café Azul,restaurante,Berriozabal,gastronomia,247,1.4,590,16.832779,-93.192908,
642,Torre del Sol,restaurante,Berriozabal,gastronomia,170,1.1,343,16.825939,-93.187787,
643,Ristorante del Italiano,restaurante,Berriozabal,gastronomia,86,1.1,70,16.826499,-93.187165,
644,El Pejelagarto,restaurante,Berriozabal,gastronomia,192,1.2,414,16.806144,-93.188618,
645,Restaurant de Doña Lupita,restaurante,Palenque,gastronomia,244,1.2,582,17.790381,-92.041564,
646,Biomaya,restaurante,Tuxtla Gutierrez,gastronomia,208,1.5,465,16.755908,-93.123014,
647,Restaurante Villa Victoria y Eventos Especiales,restaurante,Comitan de Dominguez,gastronomia,164,1.1,323,16.221618,-92.12217,
648,Café con leche,restaurante,Tuxtla Gutierrez,gastronomia,188,1.5,400,16.758583,-93.130422,
649,Comidería Doña Paty,restaurante,San Cristobal de las Casas,gastronomia,174,1.5,356,16.72531,-92.648572,
650,Kakahuatlán,restaurante,Tapachula,gastronomia,208,1.1,466,14.992017,-92.167349,
651,María Chamula,restaurante,San Cristobal de las Casas,gastronomia,223,1.1,513,16.736586,-92.637911,
652,Plaza Diez,restaurante,San Cristobal de las Casas,gastronomia,216,1.1,1024,16.736594,-92.637661,
653,Sensaciones de Chiapas,restaurante,San Cristobal de las Casas,gastronomia,100,1.1,114,16.736607,-92.637425,
654,Hamburguesería La Central,restaurante,San Cristobal de las Casas,gastronomia,217,1.3,494,16.736225,-92.63803,
655,La Cigarra,restaurante,San Cristobal de las Casas,gastronomia,144,1.5,259,16.737702,-92.632917,
656,La Garrapata 2,restaurante,Tuxtla Gutierrez,gastronomia,164,1.2,321,16.761745,-93.111778,
657,Don Mucho's,restaurante,Palenque,gastronomia,102,1.3,419,17.491074,-92.024184,
658,Namandí,restaurante,San Cristobal de las Casas,gastronomia,146,1.5,264,16.736491,-92.639331,
659,El Meson del Taco,restaurante,San Cristobal de las Casas,gastronomia,89,1.4,81,16.73252,-92.638894,
660,Barbacoa Yessi,restaurante,San Cristobal de las Casas,gastronomia,212,1.2,478,16.736828,-92.629297,
661,Restaurante Lagartero,restaurante,La Independencia,gastronomia,178,1.4,368,15.827593,-91.896596,
662,Restaurante Familiar El Lagartero,restaurante,La Independencia,gastronomia,160,1.1,308,15.822537,-91.892258,
663,Mariscos El Amigo,restaurante,La Independencia,gastronomia,199,1.2,436,15.827559,-91.894884,
664,Restaurant El Tenampan,restaurante,La Independencia,gastronomia,127,1.5,203,15.8279,-91.895187,
665,Quesadillas California,restaurante,La Independencia,gastronomia,197,1.4,428,15.829882,-91.896917,
666,El Gitano,restaurante,La Independencia,gastronomia,200,1.4,440,15.829626,-91.897108,
667,Taquería Mary,restaurante,La Independencia,gastronomia,194,1.3,419,15.828734,-91.897527,
668,Brisas del Chiflón,restaurante,Tzimol,gastronomia,174,1.3,355,16.184822,-92.279692,
669,La Bella Italia,restaurante,San Cristobal de las Casas,gastronomia,226,1.3,525,16.739645,-92.635653,
670,Frontera,restaurante,San Cristobal de las Casas,gastronomia,229,1.5,532,16.740345,-92.635413,
671,Ostioneria Chelita,restaurante,Tapachula,gastronomia,214,1.1,485,14.941079,-92.253736,
672,Maya Cañada,restaurante,Palenque,gastronomia,126,1.4,200,17.509608,-91.988403,
673,Daniel's,restaurante,Tapachula,gastronomia,235,1.1,552,15.060664,-92.081465,
674,La Esquina,restaurante,Tapachula,gastronomia,160,1.4,309,15.059945,-92.081739,
675,Carmelita,restaurante,Tapachula,gastronomia,98,1.0,110,15.060618,-92.081618,
676,"La cocina de la Abuela, comida casera",restaurante,San Cristobal de las Casas,gastronomia,119,1.2,177,16.747812,-92.660776,
677,Pollo Rico,restaurante,Tapachula,gastronomia,148,1.1,272,14.899362,-92.270769,
678,Jardines de Chiapa,restaurante,Chiapa de Corzo,gastronomia,187,1.4,398,16.708633,-93.018857,
679,Los Sabores de San Jacinto,restaurante,Chiapa de Corzo,gastronomia,243,1.4,580,16.708431,-93.017858,
680,El Campanario,restaurante,Chiapa de Corzo,gastronomia,137,1.5,235,16.70767,-93.015811,
681,Ombaba Lamb Grill,restaurante,Chiapa de Corzo,gastronomia,199,1.0,435,16.716517,-93.019161,
682,Ristorante d'Avellino,restaurante,Chiapa de Corzo,gastronomia,116,1.1,166,16.716003,-93.019233,
683,Los Corredores,restaurante,Chiapa de Corzo,gastronomia,85,1.3,67,16.708026,-93.018162,
684,Creperia Breizh,restaurante,Chiapa de Corzo,gastronomia,201,1.1,943,16.706605,-93.014278,
685,La Vina de Bacco,restaurante,San Cristobal de las Casas,gastronomia,216,1.2,493,16.73741,-92.636205,
686,Tierra y Cielo,restaurante,San Cristobal de las Casas,gastronomia,194,1.3,904,16.7364,-92.635703,
687,Belil Sabores de Chiapas Interconexion Social,restaurante,San Cristobal de las Casas,gastronomia,144,1.2,643,16.738355,-92.634683,
688,Entropia,restaurante,San Cristobal de las Casas,gastronomia,82,1.2,315,16.738346,-92.63445,
689,Restaurante Monte Líbano,restaurante,Ocosingo,gastronomia,210,1.5,472,16.891414,-91.882939,
690,Nueva Alianza,restaurante,Tenosique,gastronomia,228,1.1,530,16.822091,-90.888464,
691,Te Quiero Verde,restaurante,San Cristobal de las Casas,gastronomia,83,1.2,316,16.735246,-92.63777,
692,Restaurante Baljum,restaurante,Palenque,gastronomia,163,1.3,740,17.497931,-92.015721,
693,La Chiapaneca,restaurante,Palenque,gastronomia,129,1.1,560,17.49901,-92.018653,
694,Restaurante Chan-Kah,restaurante,Palenque,gastronomia,149,1.3,274,17.492726,-92.018932,
695,Rasha,restaurante,Ocosingo,gastronomia,119,1.3,509,16.907026,-92.094245,
696,Las Delicias,restaurante,Ocosingo,gastronomia,194,1.3,906,16.909711,-92.091603,
697,El Piru,restaurante,Las Margaritas,gastronomia,185,1.4,392,16.09967,-90.836633,
698,El Encanto,restaurante,Ocozocoautla,gastronomia,109,1.4,144,16.742993,-93.331044,
699,El Recuerdo,restaurante,Cintalapa,gastronomia,127,1.3,204,16.68875,-93.723143,
700,Las Vegas,restaurante,Cintalapa,gastronomia,175,1.4,360,16.686523,-93.669884,
701,El Girasol,restaurante,San Juan Chamula,gastronomia,245,1.3,585,16.782571,-92.694667,
702,Nancy,restaurante,Chiapa de Corzo,gastronomia,176,1.3,362,16.706882,-93.019233,
703,La Palma,restaurante,San Juan Chamula,gastronomia,114,1.4,161,16.783229,-92.693394,
704,Veronica,restaurante,Chiapa de Corzo,gastronomia,187,1.4,397,16.706717,-93.01894,
705,San Juan,restaurante,San Juan Chamula,gastronomia,175,1.2,358,16.783164,-92.693348,
706,Restaurant Familiar,restaurante,Chiapa de Corzo,gastronomia,95,1.2,99,16.707315,-93.019756,
707,La Cañada,restaurante,Ocosingo,gastronomia,207,1.5,463,16.921357,-92.104993,
708,El Campero,restaurante,Ocosingo,gastronomia,210,1.4,473,16.988816,-92.105943,
709,Cu Ux Ha,restaurante,Ocosingo,gastronomia,145,1.2,262,17.256086,-92.11456,
710,Yax Ha,restaurante,Ocosingo,gastronomia,179,1.3,372,17.25604,-92.114574,
711,El Mirador,restaurante,Ocosingo,gastronomia,215,1.2,489,16.815515,-92.21356,
712,Los Laguitos,restaurante,Ocosingo,gastronomia,191,1.5,410,17.256125,-92.114542,
713,Las Brisas de Agua Azul,restaurante,Ocosingo,gastronomia,196,1.2,426,17.256577,-92.114343,
714,Ná-Hulich,restaurante,Ocosingo,gastronomia,205,1.2,457,17.256381,-92.11446,
715,Italian Coffee Company,restaurante,Palenque,gastronomia,167,1.3,332,17.754398,-91.882069,
716,Bajlum,restaurante,Palenque,gastronomia,111,1.0,151,17.498275,-92.016332,
717,Vida Mia,restaurante,San Cristobal de las Casas,gastronomia,172,1.4,787,16.738395,-92.633431,
718,Comedor de Dona Rita,restaurante,San Cristobal de las Casas,gastronomia,227,1.2,526,16.73839,-92.633457,
719,Natura,restaurante,San Cristobal de las Casas,gastronomia,189,1.3,877,16.737562,-92.635644,
720,Pollos Asados Lirios,restaurante,Tapachula,gastronomia,83,1.1,318,14.883619,-92.270128,
721,Teopisca,restaurante,San Cristobal de las Casas,gastronomia,115,1.4,165,16.744683,-92.658299,
722,Torteria Jurricos,restaurante,San Cristobal de las Casas,gastronomia,234,1.2,1118,16.737303,-92.639375,
723,Tortas Mexicanas,restaurante,San Cristobal de las Casas,gastronomia,107,1.1,138,16.739631,-92.639947,
724,La Flor de Comitán,restaurante,San Cristobal de las Casas,gastronomia,162,1.2,317,16.744362,-92.637517,
725,Carnitas y barbacoa la Michoacana,restaurante,Tapachula,gastronomia,213,1.5,480,14.924363,-92.25876,
726,Toks tapachula,restaurante,Tapachula,gastronomia,103,1.0,426,14.876185,-92.284563,
727,Toks,restaurante,Tuxtla Gutierrez,gastronomia,221,1.2,1049,16.762019,-93.139406,
728,Tuxtla Diana,restaurante,Tuxtla Gutierrez,gastronomia,93,1.1,372,16.761653,-93.139393,
729,carajillo catacion tostador,restaurante,San Cristobal de las Casas,gastronomia,222,1.5,510,16.737503,-92.635276,
730,Cocina Bo,restaurante,San Cristobal de las Casas,gastronomia,106,1.1,134,16.740574,-92.63996,
731,Carajillo,restaurante,San Cristobal de las Casas,gastronomia,119,1.5,177,16.737576,-92.633738,
732,Marrakesh,restaurante,San Cristobal de las Casas,gastronomia,107,1.1,138,16.735379,-92.636293,
733,maya pakal,restaurante,San Cristobal de las Casas,gastronomia,176,1.2,362,16.736971,-92.635047,
734,Restaurante,restaurante,San Juan Chamula,gastronomia,213,1.4,483,16.786425,-92.690381,
735,El Caldero,restaurante,San Cristobal de las Casas,gastronomia,126,1.2,201,16.735818,-92.637168,
736,Comedor mi llaverito,restaurante,Palenque,gastronomia,242,1.1,576,17.50822,-91.98097,
737,Quesadilla la20,restaurante,Palenque,gastronomia,229,1.4,534,17.50814,-91.979896,
738,Tacos Palenque,restaurante,Palenque,gastronomia,102,1.2,121,17.508706,-91.981341,
739,Tropi Taco,restaurante,Palenque,gastronomia,222,1.2,511,17.509047,-91.982762,
740,Fanny cafe,restaurante,San Cristobal de las Casas,gastronomia,166,1.3,328,16.737871,-92.627496,
741,Falafel restaurante,restaurante,San Cristobal de las Casas,gastronomia,140,1.5,245,16.737793,-92.631355,
742,Barrios de Jovel,restaurante,San Cristobal de las Casas,gastronomia,236,1.3,556,16.740874,-92.638025,
743,Wa cocina japonesa,restaurante,San Cristobal de las Casas,gastronomia,99,1.3,113,16.734407,-92.638267,
744,Sweetbeat coffee and bakehouse,restaurante,San Cristobal de las Casas,gastronomia,169,1.3,774,16.740107,-92.635458,
745,Hanasho Sushi Bar,restaurante,San Cristobal de las Casas,gastronomia,229,1.4,1093,16.736251,-92.638073,
746,Tamales,restaurante,San Cristobal de las Casas,gastronomia,155,1.2,294,16.736383,-92.640346,
747,La Minerva - Pizzas a la leña,restaurante,San Cristobal de las Casas,gastronomia,227,1.3,1080,16.734309,-92.639421,
748,El palacio de la Milanesa,restaurante,San Cristobal de las Casas,gastronomia,159,1.4,305,16.737498,-92.63552,
749,El Borrego Líder,restaurante,Tuxtla Gutierrez,gastronomia,94,1.3,97,16.754745,-93.11419,
750,Chili's,restaurante,Tuxtla Gutierrez,gastronomia,177,1.4,364,16.754935,-93.147153,
751,IHOP,restaurante,Tuxtla Gutierrez,gastronomia,128,1.1,205,16.754005,-93.138223,
752,Picolo's,restaurante,Tuxtla Gutierrez,gastronomia,87,1.5,73,16.748707,-93.126598,
753,La palapa de mi mama,restaurante,Chiapa de Corzo,gastronomia,141,1.1,249,16.691708,-93.022758,
754,Rocamar,restaurante,Chiapa de Corzo,gastronomia,109,1.0,145,16.690005,-93.020845,
755,Azul Cielo,restaurante,Tuxtla Gutierrez,gastronomia,126,1.3,201,16.735096,-93.118196,
756,Al Grano Cafe,restaurante,San Cristobal de las Casas,gastronomia,189,1.2,403,16.737101,-92.636996,
757,Los Parachicos,restaurante,Tuxtla Gutierrez,gastronomia,176,1.3,362,16.756178,-93.115657,
758,PP's Pizza,restaurante,San Cristobal de las Casas,gastronomia,126,1.4,199,16.73164,-92.637137,
759,Luigui's Pizza,restaurante,San Cristobal de las Casas,gastronomia,185,1.4,857,16.73522,-92.635747,
760,Camino Secreto,restaurante,Comitan de Dominguez,gastronomia,130,1.2,214,16.251026,-92.140024,
761,Sabores de Comitàn,restaurante,Comitan de Dominguez,gastronomia,88,1.5,75,16.246625,-92.132181,
762,Las Ollas,restaurante,Amatenango del Valle,gastronomia,157,1.1,301,16.528036,-92.445824,
763,El Mana,restaurante,La Independencia,gastronomia,142,1.4,252,15.840807,-91.967856,
764,The Italian Coffee Company,restaurante,Comitan de Dominguez,gastronomia,147,1.3,267,16.251776,-92.14247,
765,Mar y Tierra,restaurante,Comitan de Dominguez,gastronomia,235,1.5,1125,16.214155,-92.116786,
766,Restaurant El Trebol,restaurante,Comitan de Dominguez,gastronomia,118,1.0,173,16.212955,-92.114066,
767,Casa Navarez,restaurante,Comitan de Dominguez,gastronomia,241,1.3,570,16.213921,-92.11662,
768,PARADOR Vallescondido RESTAURANTE,restaurante,Tenosique,gastronomia,133,1.5,222,17.177795,-91.488086,
769,Comida Thai,restaurante,San Cristobal de las Casas,gastronomia,242,1.3,577,16.736187,-92.629817,
770,Cocina Economica Dona Naty,restaurante,San Cristobal de las Casas,gastronomia,212,1.3,480,16.742291,-92.63683,
771,Mr Taco,restaurante,Palenque,gastronomia,184,1.0,388,17.50815,-91.986326,
772,Taqueria el volcan,restaurante,Palenque,gastronomia,166,1.3,330,17.508181,-91.986255,
773,Achiote Cochinita Pibil,restaurante,San Cristobal de las Casas,gastronomia,132,1.1,219,16.735078,-92.637986,
774,Cafe Rosario,restaurante,Comitan de Dominguez,gastronomia,184,1.1,387,16.247264,-92.131793,
775,Restaurant la Frontera,restaurante,La Independencia,gastronomia,159,1.3,308,16.084461,-91.663056,
776,Santa Maria,restaurante,La Independencia,gastronomia,201,1.2,444,16.12043,-91.864996,
777,Saraguatos,restaurante,Palenque,gastronomia,169,1.1,339,17.509395,-91.988638,
778,Nostalgia,restaurante,San Cristobal de las Casas,gastronomia,100,1.3,117,16.738512,-92.63544,
779,Xocol-Na Chocolate & Churros,restaurante,San Cristobal de las Casas,gastronomia,106,1.1,437,16.735546,-92.635739,
780,Asadero Las Gerberas,restaurante,Palenque,gastronomia,169,1.3,338,17.350199,-92.079083,
781,Sin nombre,restaurante,San Cristobal de las Casas,gastronomia,186,1.0,393,16.739204,-92.631252,
782,Mini Comedor Imperial,restaurante,San Cristobal de las Casas,gastronomia,104,1.2,129,16.73842,-92.642307,
